행정동코드	시도명	시군구명	읍면동명
1111000000	서울특별시	종로구
1114000000	서울특별시	중구
1117000000	서울특별시	용산구
1120000000	서울특별시	성동구
1121500000	서울특별시	광진구
1123000000	서울특별시	동대문구
1126000000	서울특별시	중랑구
1129000000	서울특별시	성북구
1130500000	서울특별시	강북구
1132000000	서울특별시	도봉구
1135000000	서울특별시	노원구
1138000000	서울특별시	은평구
1141000000	서울특별시	서대문구
1144000000	서울특별시	마포구
1147000000	서울특별시	양천구
1150000000	서울특별시	강서구
1153000000	서울특별시	구로구
1154500000	서울특별시	금천구
1156000000	서울특별시	영등포구
1159000000	서울특별시	동작구
1162000000	서울특별시	관악구
1165000000	서울특별시	서초구
1168000000	서울특별시	강남구
1171000000	서울특별시	송파구
1174000000	서울특별시	강동구
2611000000	부산광역시	중구
2614000000	부산광역시	서구
2617000000	부산광역시	동구
2620000000	부산광역시	영도구
2623000000	부산광역시	부산진구
2626000000	부산광역시	동래구
2629000000	부산광역시	남구
2632000000	부산광역시	북구
2635000000	부산광역시	해운대구
2638000000	부산광역시	사하구
2641000000	부산광역시	금정구
2644000000	부산광역시	강서구
2647061000	부산광역시	연제구
2650000000	부산광역시	수영구
2653000000	부산광역시	사상구
2671000000	부산광역시	기장군
2711000000	대구광역시	중구
2714000000	대구광역시	동구
2717000000	대구광역시	서구
2720000000	대구광역시	남구
2723000000	대구광역시	북구
2726000000	대구광역시	수성구
2729000000	대구광역시	달서구
2771000000	대구광역시	달성군
2811000000	인천광역시	중구
2814000000	인천광역시	동구
2817700000	인천광역시	미추홀구
2818500000	인천광역시	연수구
2820000000	인천광역시	남동구
2823700000	인천광역시	부평구
2824500000	인천광역시	계양구
2826000000	인천광역시	서구
2871000000	인천광역시	강화군
2872000000	인천광역시	옹진군
2911000000	광주광역시	동구
2914000000	광주광역시	서구
2915500000	광주광역시	남구
2917000000	광주광역시	북구
2920000000	광주광역시	광산구
3011000000	대전광역시	동구
3014000000	대전광역시	중구
3017000000	대전광역시	서구
3020000000	대전광역시	유성구
3023000000	대전광역시	대덕구
3111000000	울산광역시	중구
3114000000	울산광역시	남구
3117000000	울산광역시	동구
3120000000	울산광역시	북구
3171000000	울산광역시	울주군
3611025000	세종특별자치시    조치원읍
3611031000	세종특별자치시	연기면
3611032000	세종특별자치시	연동면
3611033000	세종특별자치시	부강면
3611034000	세종특별자치시	금남면
3611035000	세종특별자치시	장군면
3611036000	세종특별자치시	연서면
3611037000	세종특별자치시	전의면
3611038000	세종특별자치시	전동면
3611039000	세종특별자치시	소정면
3611051000	세종특별자치시	한솔동
3611051500	세종특별자치시	새롬동
3611052000	세종특별자치시	도담동
3611053000	세종특별자치시	아름동
3611054000	세종특별자치시	종촌동
3611055000	세종특별자치시	고운동
3611055500	세종특별자치시	소담동
3611056000	세종특별자치시	보람동
3611057000	세종특별자치시	대평동
4111100000	경기도	수원시 장안구
4111300000	경기도	수원시 권선구
4111500000	경기도	수원시 팔달구
4111700000	경기도	수원시 영통구
4113100000	경기도	성남시 수정구
4113300000	경기도	성남시 중원구
4113500000	경기도	성남시 분당구
4115000000	경기도	의정부시
4117000000	경기도	안양시
4119000000	경기도	부천시
4121000000	경기도	광명시
4122000000	경기도	평택시
4125000000	경기도	동두천시
4127000000	경기도	안산시
4128000000	경기도	고양시
4129000000	경기도	과천시
4131000000	경기도	구리시
4136000000	경기도	남양주시
